N°,name,previous_name,label_fr,fr_pcg82,fr_pcga
1195,public_authority_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des collectivités publiques inscrites au compte de résultat,13915,
1196,public_company_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des entreprises publiques inscrites au compte de résultat,13916,
1197,private_company_equipment_grants_credited_to_the_profit_and_loss_account,,Subventions d'équipement des entreprises et organismes privés inscrites au compte de résultat,13917,
1198,equipment_grants_from_other_entity_credited_to_the_profit_and_loss_account,,Subventions d'équipement autre inscrites au compte de résultat,13918,
1199,other_state_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement de l’État inscrites au compte de résultat,13981,
1200,other_region_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des régions inscrites au compte de résultat,13982,
1201,other_department_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des départements inscrites au compte de résultat,13983,
1202,other_municipalities_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des communes inscrites au compte de résultat,13984,
1203,other_public_authority_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des collectivités publiques inscrites au compte de résultat,13985,
1204,other_public_company_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des entreprises publiques inscrites au compte de résultat,13986,
1205,other_private_company_investment_grants_credited_to_the_profit_and_loss_account,,Subventions d’investissement des entreprises et organismes privés inscrites au compte de résultat,13987,
1206,other_investment_grants_from_other_entity_credited_to_the_profit_and_loss_account,,Subventions d’investissement autre inscrites au compte de résultat,13988,
1207,provisions_for_reconstitution_of_mining_and_petroleum_deposit,,Provisions pour reconstitution des gisements miniers et pétroliers,1423,
1208,tax_regulated_provisions_for_exchange_rate_fluctuation_relating_to_stocks,,Provisions réglementées relatives aux stocks : fluctuation des cours,1432,
1209,provisions_for_social_security_and_tax_charges_on_holiday_pay,,Provisions pour charges sociales et taxes sur les congés payés,1582,
1210,quarries,,Carrières,21141,
1211,industrial_property_complexes,,Ensembles immobiliers industriels,21151,
1212,administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,21155,
1213,other_property_complexes,,Autres ensembles immobiliers,21158,
1214,other_property_assigned_to_professional_activity,,Affectés aux opérations professionnelles,211581,
1215,other_property_assigned_to_non_professional_activity,,Affectés aux opérations non professionnelles,211588,
1216,site_development_on_undeveloped_land,redeemable_land_parcel_construction_assets,Terrains nus,2121,
1217,site_development_on_serviced_land,,Terrains aménagés,2122,
1218,site_development_on_undergroud_and_aboveground_sites,,Sous-sols et sur-sols,2123,
1219,site_development_on_minig_sites,,Terrains de gisement,2124,
1220,site_development_on_quarries,,Carrières,21241,
1221,site_development_on_developed_land,,Terrains bâtis,2125,
1222,site_development_on_industrial_property_complexes,,Ensembles immobiliers industriels,21251,
1223,site_development_on_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,21255,
1224,site_development_on_other_property_complexes,,Autres ensembles immobiliers,21258,
1225,site_development_on_other_property_assigned_to_professional_activity,,Affectés aux opérations professionnelles,212581,
1226,site_development_on_other_property_assigned_to_non_professional_activity,,Affectés aux opérations non professionnelles,212588,
1227,site_development_on_suspense_account_for_non_amortizable_fixed_asset,,Compte d'ordre sur immobilisations (art. 6 du décret n° 78-737 du 11 juillet 1978),2126,
1228,buildings_for_industrial_property_complexes,,Ensembles immobiliers industriels,21311,
1229,buildings_for_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,21315,
1230,buildings_for_other_property_complexes,,Autres ensembles immobiliers,21318,
1231,buildings_on_property_assigned_to_normal_entity_operations,,Affectés aux opérations professionnelles,213181,
1232,buildings_on_property_assigned_to_other_than_normal_entity_operations,,Affectés aux opérations non professionnelles,213188,
1233,buildings_fixtures_and_fittings_for_industrial_property_complexes,,Ensembles immobiliers industriels,21351,
1234,buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,21355,
1235,buildings_fixtures_and_fittings_for_other_property_complexes,,Autres ensembles immobiliers,21358,
1236,buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations,,Affectés aux opérations professionnelles,213581,
1237,buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations,,Affectés aux opérations non professionnelles,213588,
1238,roadways,,Voies de terre,21381,
1239,railways,,Voies de fer,21382,
1240,water_channels,,Voies d’eau,21383,
1241,dams,,Barrages,21384,
1242,airfields,,Pistes d’aérodromes,21385,
1243,buildings_for_industrial_property_complexes_on_third_party_sites,,Ensembles immobiliers industriels,21411,
1244,buildings_for_administrative_and_commercial_property_complexes_on_third_party_sites,,Ensembles immobiliers administratifs et commerciaux,21415,
1245,buildings_for_other_property_complexes_on_third_party_sites,,Autres ensembles immobiliers,21418,
1246,buildings_on_property_assigned_to_normal_entity_operations_on_third_party_sites,,Affectés aux opérations professionnelles,214181,
1247,buildings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites,,Affectés aux opérations non professionnelles,214188,
1248,buildings_fixtures_and_fittings_for_industrial_property_complexes_on_third_party_sites,,Ensembles immobiliers industriels,21451,
1249,buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes_on_third_party_sites,,Ensembles immobiliers administratifs et commerciaux,21455,
1250,buildings_fixtures_and_fittings_for_other_property_complexes_on_third_party_sites,,Autres ensembles immobiliers,21458,
1251,buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations_on_third_party_sites,,Affectés aux opérations professionnelles,214581,
1252,buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites,,Affectés aux opérations non professionnelles,214588,
1253,roadways_on_third_party_sites,,Voies de terre,21481,
1254,railways_on_third_party_sites,,Voies de fer,21482,
1255,water_channels_on_third_party_sites,,Voies d’eau,21483,
1256,dams_on_third_party_sites,,Barrages,21484,
1257,airfields_on_third_party_sites,,Pistes d’aérodromes,21485,
1258,specialised_complex_installations,technical_installation_on_own_land_parcel_assets,Installations complexes spécialisées,2151,
1259,specialised_complex_installations_on_own_site,,Sur sol propre,21511,
1260,specialised_complex_installations_on_third_party_site,,Sur sol d’autrui,21514,
1261,installations_of_specific_nature,,Installations à caractère spécifique,2153,
1262,installations_of_specific_nature_on_own_site,,Sur sol propre,21531,
1263,installations_of_specific_nature_on_third_party_site,,Sur sol d’autrui,21534,
1264,livestock,,Cheptel,2185,
1265,merger_loss_on_tangible_assets,,Mali de fusion sur actifs corporels,2187,
1266,constructions_tangible_fixed_asset_in_progress,outstanding_land_parcel_construction_assets,Constructions,2313,
1267,payments_on_account_on_orders_for_tangible_fixed_assets_for_land,,Terrains,2382,
1268,payments_on_account_on_orders_for_tangible_fixed_assets_for_constructions,,Constructions,2383,
1269,payments_on_account_on_orders_for_tangible_fixed_assets_for_technical_installation_equipment_and_tools,,"Installations techniques, matériel et outillage industriels",2385,
1270,payments_on_account_on_orders_for_other_tangible_fixed_assets,,Autres immobilisations corporelles,2388,
1271,other_debts_receivable_related_to_participating_interests,,Autres créances rattachées à des participations,2677,
1272,long_term_investment_equity_securities_other_than_portfolio_long_term_investment_equity_securities,ownership_assets,Titres immobilisés autres que les titres immobilisés de l’activité de portefeuille (droit de propriété),271,
1273,own_shares_or_own_equity,,Actions propres ou parts propres,2771,
1274,own_shares_in_process_of_cancellation,,Actions propres ou parts propres en voie d’annulation,2772,
1275,merger_loss_on_financial_assets,,Mali de fusion sur actifs financiers,278,
1276,site_development_amortization_on_undeveloped_land,,Terrains nus,28121,
1277,site_development_amortization_on_serviced_land,,Terrains aménagés,28122,
1278,site_development_amortization_on_undergroud_and_aboveground_sites,,Sous-sols et sur-sols,28123,
1279,site_development_amortization_on_minig_sites,,Terrains de gisement,28124,
1280,site_development_amortization_on_quarries,,Carrières,281241,
1281,site_development_amortization_on_developed_land,,Terrains bâtis,28125,
1282,site_development_amortization_on_industrial_property_complexes,,Ensembles immobiliers industriels,281251,
1283,site_development_amortization_on_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,281255,
1284,site_development_amortization_on_other_property_complexes,,Autres ensembles immobiliers,281258,
1285,site_development_amortization_on_other_property_assigned_to_professional_activity,,Affectés aux opérations professionnelles,2812581,
1286,site_development_amortization_on_other_property_assigned_to_non_professional_activity,,Affectés aux opérations non professionnelles,2812588,
1287,site_development_amortization_on_suspense_account_for_non_amortizable_fixed_asset,,Compte d'ordre sur immobilisations (art. 6 du décret n° 78-737 du 11 juillet 1978),28126,
1288,buildings_for_industrial_property_complexes_amortization,,Ensembles immobiliers industriels,281311,
1289,buildings_for_administrative_and_commercial_property_complexes_amortization,,Ensembles immobiliers administratifs et commerciaux,281315,
1290,buildings_for_other_property_complexes_amortization,,Autres ensembles immobiliers,281318,
1291,buildings_on_property_assigned_to_normal_entity_operations_amortization,,Affectés aux opérations professionnelles,2813181,
1292,buildings_on_property_assigned_to_other_than_normal_entity_operations_amortization,,Affectés aux opérations non professionnelles,2813188,
1293,buildings_fixtures_and_fittings_for_industrial_property_complexes_amortization,,Ensembles immobiliers industriels,281351,
1294,buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes_amortization,,Ensembles immobiliers administratifs et commerciaux,281355,
1295,buildings_fixtures_and_fittings_for_other_property_complexes_amortization,,Autres ensembles immobiliers,281358,
1296,buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations_amortization,,Affectés aux opérations professionnelles,2813581,
1297,buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations_amortization,,Affectés aux opérations non professionnelles,2813588,
1298,roadways_amortization,,Voies de terre,281381,
1299,railways_amortization,,Voies de fer,281382,
1300,water_channels_amortization,,Voies d’eau,281383,
1301,dams_amortization,,Barrages,281384,
1302,airfields_amortization,,Pistes d’aérodromes,281385,
1303,buildings_for_industrial_property_complexes_on_third_party_sites_amortization,,Ensembles immobiliers industriels,281411,
1304,buildings_for_administrative_and_commercial_property_complexes_on_third_party_sites_amortization,,Ensembles immobiliers administratifs et commerciaux,281415,
1305,buildings_for_other_property_complexes_on_third_party_sites_amortization,,Autres ensembles immobiliers,281418,
1306,buildings_on_property_assigned_to_normal_entity_operations_on_third_party_sites_amortization,,Affectés aux opérations professionnelles,2814181,
1307,buildings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites_amortization,,Affectés aux opérations non professionnelles,2814188,
1308,buildings_fixtures_and_fittings_for_industrial_property_complexes_on_third_party_sites_amortization,,Ensembles immobiliers industriels,281451,
1309,buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes_on_third_party_sites_amortization,,Ensembles immobiliers administratifs et commerciaux,281455,
1310,buildings_fixtures_and_fittings_for_other_property_complexes_on_third_party_sites_amortization,,Autres ensembles immobiliers,281458,
1311,buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations_on_third_party_sites_amortization,,Affectés aux opérations professionnelles,2814581,
1312,buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites_amortization,,Affectés aux opérations non professionnelles,2814588,
1313,roadways_on_third_party_sites_amortization,,Voies de terre,281481,
1314,railways_on_third_party_sites_amortization,,Voies de fer,281482,
1315,water_channels_on_third_party_sites_amortization,,Voies d’eau,281483,
1316,dams_on_third_party_sites_amortization,,Barrages,281484,
1317,airfields_on_third_party_sites_amortization,,Pistes d’aérodromes,281485,
1318,specialised_complex_installations_amortization,,Installations complexes spécialisées,28151,
1319,specialised_complex_installations_on_own_site_amortization,,Sur sol propre,281511,
1320,specialised_complex_installations_on_third_party_site_amortization,,Sur sol d’autrui,281514,
1321,installations_of_specific_nature_amortization,,Installations à caractère spécifique,28153,
1322,installations_of_specific_nature_on_own_site_amortization,,Sur sol propre,281531,
1323,installations_of_specific_nature_on_third_party_site_amortization,,Sur sol d’autrui,281534,
1324,livestock_amortization,,Cheptel,28185,
1325,merger_loss_on_tangible_assets_amortization,,Mali de fusion sur actifs corporels,28187,
1326,depreciation_for_diminution_in_value_of_merger_loss_on_intangible_fixed_assets,,Dépréciation de mali de fusion sur actifs incorporels,29081,
1327,depreciation_for_diminution_in_value_of_quarries,,Carrières,291141,
1328,depreciation_for_diminution_in_value_of_industrial_property_complexes,,Ensembles immobiliers industriels,291151,
1329,depreciation_for_diminution_in_value_of_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,291155,
1330,depreciation_for_diminution_in_value_of_other_property_complexes,,Autres ensembles immobiliers,291158,
1331,depreciation_for_diminution_in_value_of_other_property_assigned_to_professional_activity,,Affectés aux opérations professionnelles,2911581,
1332,depreciation_for_diminution_in_value_of_other_property_assigned_to_non_professional_activity,,Affectés aux opérations non professionnelles,2911588,
1333,depreciation_for_diminution_in_value_of_site_development_on_undeveloped_land,,Terrains nus,29121,
1334,depreciation_for_diminution_in_value_of_site_development_on_serviced_land,,Terrains aménagés,29122,
1335,depreciation_for_diminution_in_value_of_site_development_on_undergroud_and_aboveground_sites,,Sous-sols et sur-sols,29123,
1336,depreciation_for_diminution_in_value_of_site_development_on_minig_sites,,Terrains de gisement,29124,
1337,depreciation_for_diminution_in_value_of_site_development_on_quarries,,Carrières,291241,
1338,depreciation_for_diminution_in_value_of_site_development_on_developed_land,,Terrains bâtis,29125,
1339,depreciation_for_diminution_in_value_of_site_development_on_industrial_property_complexes,,Ensembles immobiliers industriels,291251,
1340,depreciation_for_diminution_in_value_of_site_development_on_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,291255,
1341,depreciation_for_diminution_in_value_of_site_development_on_other_property_complexes,,Autres ensembles immobiliers,291258,
1342,depreciation_for_diminution_in_value_of_site_development_on_other_property_assigned_to_professional_activity,,Affectés aux opérations professionnelles,2912581,
1343,depreciation_for_diminution_in_value_of_site_development_on_other_property_assigned_to_non_professional_activity,,Affectés aux opérations non professionnelles,2912588,
1344,depreciation_for_diminution_in_value_of_site_development_on_suspense_account_for_non_amortizable_fixed_asset,,Compte d'ordre sur immobilisations (art. 6 du décret n° 78-737 du 11 juillet 1978),29126,
1345,depreciation_for_diminution_in_value_of_buildings_for_industrial_property_complexes,,Ensembles immobiliers industriels,291311,
1346,depreciation_for_diminution_in_value_of_buildings_for_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,291315,
1347,depreciation_for_diminution_in_value_of_buildings_for_other_property_complexes,,Autres ensembles immobiliers,291318,
1348,depreciation_for_diminution_in_value_of_buildings_on_property_assigned_to_normal_entity_operations,,Affectés aux opérations professionnelles,2913181,
1349,depreciation_for_diminution_in_value_of_buildings_on_property_assigned_to_other_than_normal_entity_operations,,Affectés aux opérations non professionnelles,2913188,
1350,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_industrial_property_complexes,,Ensembles immobiliers industriels,291351,
1351,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes,,Ensembles immobiliers administratifs et commerciaux,291355,
1352,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_other_property_complexes,,Autres ensembles immobiliers,291358,
1353,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations,,Affectés aux opérations professionnelles,2913581,
1354,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations,,Affectés aux opérations non professionnelles,2913588,
1355,depreciation_for_diminution_in_value_of_roadways,,Voies de terre,291381,
1356,depreciation_for_diminution_in_value_of_railways,,Voies de fer,291382,
1357,depreciation_for_diminution_in_value_of_water_channels,,Voies d’eau,291383,
1358,depreciation_for_diminution_in_value_of_dams,,Barrages,291384,
1359,depreciation_for_diminution_in_value_of_airfields,,Pistes d’aérodromes,291385,
1360,depreciation_for_diminution_in_value_of_buildings_for_industrial_property_complexes_on_third_party_sites,,Ensembles immobiliers industriels,291411,
1361,depreciation_for_diminution_in_value_of_buildings_for_administrative_and_commercial_property_complexes_on_third_party_sites,,Ensembles immobiliers administratifs et commerciaux,291415,
1362,depreciation_for_diminution_in_value_of_buildings_for_other_property_complexes_on_third_party_sites,,Autres ensembles immobiliers,291418,
1363,depreciation_for_diminution_in_value_of_buildings_on_property_assigned_to_normal_entity_operations_on_third_party_sites,,Affectés aux opérations professionnelles,2914181,
1364,depreciation_for_diminution_in_value_of_buildings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites,,Affectés aux opérations non professionnelles,2914188,
1365,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_industrial_property_complexes_on_third_party_sites,,Ensembles immobiliers industriels,291451,
1366,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_administrative_and_commercial_property_complexes_on_third_party_sites,,Ensembles immobiliers administratifs et commerciaux,291455,
1367,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_for_other_property_complexes_on_third_party_sites,,Autres ensembles immobiliers,291458,
1368,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_on_property_assigned_to_normal_entity_operations_on_third_party_sites,,Affectés aux opérations professionnelles,2914581,
1369,depreciation_for_diminution_in_value_of_buildings_fixtures_and_fittings_on_property_assigned_to_other_than_normal_entity_operations_on_third_party_sites,,Affectés aux opérations non professionnelles,2914588,
1370,depreciation_for_diminution_in_value_of_roadways_on_third_party_sites,,Voies de terre,291481,
1371,depreciation_for_diminution_in_value_of_railways_on_third_party_sites,,Voies de fer,291482,
1372,depreciation_for_diminution_in_value_of_water_channels_on_third_party_sites,,Voies d’eau,291483,
1373,depreciation_for_diminution_in_value_of_dams_on_third_party_sites,,Barrages,291484,
1374,depreciation_for_diminution_in_value_of_airfields_on_third_party_sites,,Pistes d’aérodromes,291485,
1375,depreciation_for_diminution_in_value_of_specialised_complex_installations,,Installations complexes spécialisées,29151,
1376,depreciation_for_diminution_in_value_of_specialised_complex_installations_on_own_site,,Sur sol propre,291511,
1377,depreciation_for_diminution_in_value_of_specialised_complex_installations_on_third_party_site,,Sur sol d’autrui,291514,
1378,depreciation_for_diminution_in_value_of_installations_of_specific_nature,,Installations à caractère spécifique,29153,
1379,depreciation_for_diminution_in_value_of_installations_of_specific_nature_on_own_sitedepreciation_for_diminution_in_value_of_,,Sur sol propre,291531,
1380,depreciation_for_diminution_in_value_of_installations_of_specific_nature_on_third_party_site,,Sur sol d’autrui,291534,
1381,depreciation_for_diminution_in_value_of_livestock,,Cheptel,29185,
1382,depreciation_for_diminution_in_value_of_merger_loss_on_tangible_assets,,Mali de fusion sur actifs corporels,29187,
1383,depreciation_for_diminution_in_value_of_other_debts_receivable_related_to_participating_interests,,Autres créances rattachées à des participations,29677,
1384,depreciation_for_diminution_in_value_of_long_term_investment_equity_securities_other_than_portfolio_long_term_investment_equity_securities,,Titres immobilisés autres que les titres immobilisés de l’activité de portefeuille (droit de propriété),2971,
1385,depreciation_for_diminution_in_value_of_portfolio_long_term_investment_securities,,Titres immobilisés de l’activité de portefeuille,2973,
1386,depreciation_for_diminution_in_value_of_merger_loss_on_financial_assets,,Dépréciation de mali de fusion sur actifs financier,29787,
1387,raw_matters_and_supplies,raw_material_and_supplies,Matières premières,31,
1388,other_consumables,other_supplies,Autres approvisionnements,32,
1389,consumable_materials,,Matières consommables,321,
1390,consumable_supplies,,Fournitures consommables,322,
1391,fuels_consumable_supplies,,Combustibles,3221,
1392,cleaning_products_consumable_supplies,,Produits d'entretien,3222,
1393,workshop_and_factory_consumable_supplies,,Fournitures d’atelier et d’usine,3223,
1394,store_consumable_supplies,,Fournitures de magasin,3224,
1395,office_consumable_supplies,,Fournitures de bureau,3225,
1396,packaging_consumables,,Emballages,326,
1397,non_returnable_packaging_consumables,,Emballages perdus,3261,
1398,unidentified_recorevable_packaging_consumables,,Emballages récupérables non-identifiables,3265,
1399,mixed_usage_packaging_consumables,,Emballages à usage mixte,3267,
1400,,in_cycle_products_stock,En-cours de production de biens,33,
1401,products_in_progress_for_goods,,Produits en cours,331,
1402,works_in_progress,,Travaux en cours,335,
1403,,in_cycle_services_stock,En-cours de production de services,34,
1404,project_studies_in_progress,,Etudes en cours,341,
1405,supply_of_services_in_progress,,Prestations de service en commun,345,
1406,,products_stock,Stock de produits,35,
1407,semi_finished_products,,Produits intermédiaires,351,
1408,finished_products,,Produits finis,355,
1409,residual_products_or_recoverable_materials,,Produits résiduels (ou matières de récupération),358,
1410,waste,,Déchets,3581,
1411,refuse,,Rebuts,3585,
1412,recoverable_materials,,Matières de récupération,3586,
1413,,assets_products_stock,"(comptes à ouvrir, le cas échéant, sous l’intitulé « Stocks provenant d’immobilisations »)",36,
1414,,merchandising_products_stock,Stock de marchandises,37,
1415,impairment_provisions_for_diminution_in_value_of_raw_materials_and_supplies,,Dépréciation des matières premières (et fournitures),391,
1416,impairment_provisions_for_diminution_in_value_of_other_consumables,,Dépréciation des autres approvisionnements,392,
1417,impairment_provisions_for_diminution_in_value_of_consumable_materials,,Matières consommables,3921,
1418,impairment_provisions_for_diminution_in_value_of_consumable_supplies,,Fournitures consommables,3922,
1419,impairment_provisions_for_diminution_in_value_of_fuels_consumable_supplies,,Combustibles,39221,
1420,impairment_provisions_for_diminution_in_value_of_cleaning_products_consumable_supplies,,Produits d'entretien,39222,
1421,impairment_provisions_for_diminution_in_value_of_workshop_and_factory_consumable_supplies,,Fournitures d’atelier et d’usine,39223,
1422,impairment_provisions_for_diminution_in_value_of_store_consumable_supplies,,Fournitures de magasin,39224,
1423,impairment_provisions_for_diminution_in_value_of_office_consumable_supplies,,Fournitures de bureau,39225,
1424,impairment_provisions_for_diminution_in_value_of_packaging_consumables,,Emballages,3926,
1425,impairment_provisions_for_diminution_in_value_of_non_returnable_packaging_consumables,,Emballages perdus,39261,
1426,impairment_provisions_for_diminution_in_value_of_unidentified_recorevable_packaging_consumables,,Emballages récupérables non-identifiables,39265,
1427,impairment_provisions_for_diminution_in_value_of_mixed_usage_packaging_consumables,,Emballages à usage mixte,39267,
1428,impairment_provisions_for_diminution_in_value_of_work_in_progress_goods,,Dépréciation des en-cours de production de biens,393,
1429,impairment_provisions_for_diminution_in_value_of_products_in_progress,,Produits en cours,3931,
1430,impairment_provisions_for_diminution_in_value_of_works_in_progress,,Travaux en cours,3935,
1431,impairment_provisions_for_diminution_in_value_of_work_in_progress_services,,Déprécation des en-cours de production de services,394,
1432,impairment_provisions_for_diminution_in_value_of_project_studies_in_progress,,Études en cours,3941,
1433,impairment_provisions_for_diminution_in_value_of_supply_of_product_stocks,,Dépréciation des stocks de produits,395,
1434,impairment_provisions_for_diminution_in_value_of_semi_finished_products,,Produits intermédiaires,3951,
1435,impairment_provisions_for_diminution_in_value_of_finished_products,,Produits finis,3955,
1436,impairment_provisions_for_diminution_in_value_of_stocks_of_goods_for_resale,,Dépréciation des stocks de marchandises,397,
1437,suppliers_purchases_of_goods_and_services,,Fournisseurs – Achats de biens et prestations de services,4011,
1438,suppliers_contract_performance_holdbacks,,Fournisseurs – Retenue de garanties,4017,
1439,suppliers_fixed_assets_purchases,,Fournisseurs – Achats d’immobilisations,4041,
1440,suppliers_fixed_assets_contract_performance_holdbacks,,Fournisseurs d’immobilisations – Retenues de garanties,4047,
1441,operating_suppliers,,Fournisseurs d'exploitation,40971,
1442,fixed_asset_suppliers,,Fournisseurs d'immobilisations,40974,
1443,,,Clients et comptes rattachés,410,
1444,,,Clients - Ventes de biens ou de prestations de services,4111,
1445,,,Clients - Retenues de garantie,4117,
1446,,,Sécurité sociale et autres organismes sociaux,43,
1447,,social_security,Mutualité sociale agricole,431,
1448,,,Créances sur L’État résultant de la suppression de la règle du décalage d'un mois en matière de TVA,4431,
1449,,,Intérêts courus sur créances figurant au 4431,4438,
1450,,holding_company_and_associate_accounts,Groupe et associés,45,
1451,,,Associés - Comptes courants (intérêts courus),4558,
1452,,,comptes d’attente,472,
1453,,,Dépréciations des comptes du groupe et des associés,495,
1454,,,Actions destinées à être attribuées aux employés et affectées à des plans déterminés,5021,
1455,,,Actions disponibles pour être attribuées aux employés ou pour la régularisation des cours de bourse,5022,
1456,,,Bons de souscription,5082,
1457,,,Comptes en monnaie nationale,5121,
1458,,,Comptes en devises,5124,
1459,,,Crédit de mobilisation de créances commerciales,5191,
1460,,,Mobilisation de créances nées à l'étranger,5193,
1461,,,Caisse siège social,531,
1462,,,Caisse en monnaie nationale,5311,
1463,,,Caisse en devises,5314,
1464,,,Caisse succursale (ou usine) A,532,
1465,,,Caisse succursale (ou usine) B,533,
1466,,raw_matter_expenses,Achats stockés - Matières premières (et fournitures),601,
1467,,,Matières (ou groupe) A,6011,
1468,,,Matières (ou groupe) B,6012,
1469,,,"Fournitures A, B, C",6017,
1470,,,Matières consommables,6021,
1471,,,Matières (ou groupe) C,60211,
1472,,,Matières (ou groupe) D,60212,
1473,,,Fournitures consommables,6022,
1474,,,Combustibles,60221,
1475,,,Produits d'entretien,60222,
1476,,,Fournitures d’atelier et d’usine,60223,
1477,,,Fournitures de magasin,60224,
1478,,,Fournitures de bureau,60225,
1479,,,Emballages,6026,
1480,,,Emballages perdus,60261,
1481,,,Emballages récupérables non-identifiables,60265,
1482,,,Emballages à usage mixte,60267,
1483,,supply_stocks_variation,Variation des stocks de matières premières (et fournitures),6031,
1484,,services_expenses,Achats d'études et prestations de services,604,
1485,,equipment_expenses,"Achats de matériels, équipements et travaux",605,
1486,non_inventoriable_supplies,water_expenses,Eau,6061,
1487,little_office_equipment_expenses,,Fournitures d'entretien et de petit équipement,6063,
1488,,,Fournitures administratives,6064,
1489,,,Autres matières et fournitures,6068,
1490,,,de matières premières (et fournitures),6091,
1491,,,d'études et prestations de services,6094,
1492,,,"de matériel, équipements et travaux",6095,
1493,,,d'approvisionnements non stockés,6096,
1494,,,Locations immobilières,6132,
1495,,,Locations mobilières,6135,
1496,,,Sur biens immobiliers,6152,
1497,,equipment_maintenance_expenses,Sur biens mobiliers,6155,
1498,,,Maintenance,6156,
1499,,,Assurance – transport,6163,
1500,,,sur achats,61636,
1501,,,sur ventes,61637,
1502,,,sur autres biens,61638,
1503,,,Risques d’exploitation,6164,
1504,,,Insolvabilité clients,6165,
1505,,forwarding_agent_fees_expenses,Rémunérations des transitaires,6224,
1506,,,Rémunérations d'affacturage,6225,
1507,,,"Concours divers (cotisations, )",6281,
1508,,,Frais de recrutement de personnel,6284,
1509,,,Impôts directs (sauf impôts sur les bénéfices),6351,
1510,,,Contribution économique territoriale,63511,
1511,,,Taxes foncières,63512,
1512,,,Autres impôts locaux,63513,
1513,,,Taxe sur les véhicules des sociétés,63514,
1514,,,Droits de mutation,63541,
1515,,staff_salary,"Salaires, appointements",6411,
1516,,,Supplément familial,6415,
1517,,,Cotisations à l'URSSAF,6451,
1518,,,Cotisations aux ASSEDIC,6454,
1519,,,Prestations directes,6471,
1520,,,Versements aux comités d'hygiène et de sécurité,6473,
1521,,,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels",6511,
1522,,,Droits d'auteur et de reproduction,6516,
1523,,,Autres droits et valeurs similaires,6518,
1524,,,Intérêts des emprunts et dettes,6611,
1525,,,des emprunts et dettes assimilées,66116,
1526,,,des dettes rattachées à des participations,66117,
1527,,,"Charges de la fiducie, résultat de la période",6612,
1528,,,Intérêts des comptes courants et des dépôts créditeurs,6615,
1529,,,"Intérêts bancaires et sur opérations de financement (escompte,…)",6616,
1530,,,Intérêts des obligations cautionnées,6617,
1531,,,des dettes commerciales,66181,
1532,,trust_creation_operation_expenses,Opérations de constitution ou liquidation des fiducies,674,
1533,,,Opérations liées à la constitution de fiducie – Transfert des éléments,6741,
1534,,,Opérations liées à la liquidation de la fiducie,6742,
1535,,,Autres éléments d'actif,6758,
1536,,,Contribution additionnelle à l'impôt sur les bénéfices,6952,
